Ride_ID,Fare,Distance_Miles,Ride_Request_Time,Pickup_Time,Dropoff_Time,Source_Zone,Destination_Zone,Driver_Rating_by_Customer,Ride_Status,Cancelled_By,Driver_ID,Customer_ID
3967,19.88,8.64,2023-01-04 16:13:47,2023-01-04 16:27:47,2023-01-04 17:03:47,Riverdale (Bronx),LaGuardia Airport (LGA),4,Completed,,DRV_E809D0,CUST_D9A46B8
3968,9.54,1.96,2023-02-07 16:53:44,2023-02-07 16:54:44,2023-02-07 17:16:44,Park Slope (Brooklyn),Riverdale (Bronx),5,Completed,,DRV_00EBCD,CUST_38266FD
3969,22.2,7.36,2023-02-17 00:42:10,2023-02-17 00:54:10,2023-02-17 01:25:10,Flushing (Queens),Riverdale (Bronx),5,Cancelled_by_Customer,Customer,DRV_7C8D43,CUST_206C6CB
3970,12.24,4.36,2023-03-07 09:47:51,2023-03-07 09:51:51,2023-03-07 10:34:51,Upper East Side (Manhattan),Midtown Manhattan,2,Completed,,DRV_77F670,CUST_BC8C1A0
3971,22.79,8.46,2023-03-27 04:35:37,2023-03-27 04:50:37,2023-03-27 05:27:37,Bay Ridge (Brooklyn),Upper East Side (Manhattan),5,Cancelled_by_Driver,Driver,DRV_F2CFF8,CUST_3C2E693
3972,20.88,6.04,2023-02-14 01:52:44,2023-02-14 01:55:44,2023-02-14 02:28:44,Newark Liberty Airport (EWR),SoHo,4,Completed,,DRV_C05F81,CUST_87989DC
3973,73.97,32.5,2023-01-30 01:39:39,2023-01-30 01:42:39,2023-01-30 03:37:39,Flushing (Queens),Forest Hills (Queens),4,Cancelled_by_Driver,Driver,DRV_F2BD67,CUST_20A7368
3974,8.11,1.98,2023-03-29 12:45:38,2023-03-29 12:50:38,2023-03-29 13:09:38,Forest Hills (Queens),LaGuardia Airport (LGA),4,Completed,,DRV_81BA5B,CUST_58743DA
3975,22.6,6.93,2023-03-03 14:58:39,2023-03-03 15:01:39,2023-03-03 15:21:39,Harlem (Manhattan),Staten Island (Residential),5,Completed,,DRV_805D49,CUST_A612451
3976,7.55,2.46,2023-01-27 08:40:32,2023-01-27 08:46:32,2023-01-27 09:13:32,Bay Ridge (Brooklyn),Park Slope (Brooklyn),5,Completed,,DRV_6AFB7E,CUST_5BDED17
3977,18.25,6.39,2023-02-05 04:15:21,2023-02-05 04:26:21,2023-02-05 05:01:21,Long Island City (Queens),Riverdale (Bronx),5,Completed,,DRV_4F0CD7,CUST_A4ACDE5
3978,17.03,4.74,2023-02-23 09:50:17,2023-02-23 09:51:17,2023-02-23 10:31:17,Long Island City (Queens),SoHo,5,Completed,,DRV_B49E41,CUST_4428409
3979,35.99,10.63,2023-01-06 11:42:11,2023-01-06 11:55:11,2023-01-06 13:04:11,Long Island City (Queens),Staten Island (Residential),1,Completed,,DRV_9E67CA,CUST_BE1F427
3980,6.7,1.33,2023-02-18 17:20:32,2023-02-18 17:32:32,2023-02-18 17:40:32,The Bronx (Residential),Financial District,5,Completed,,DRV_5D75FC,CUST_DB11F8A
3981,13.33,4.29,2023-02-22 10:14:20,2023-02-22 10:18:20,2023-02-22 10:32:20,Williamsburg (Brooklyn),Harlem (Manhattan),3,Completed,,DRV_647318,CUST_D694974
3982,28.9,11.05,2023-01-22 16:43:00,2023-01-22 16:48:00,2023-01-22 17:33:00,Staten Island (Residential),Forest Hills (Queens),5,Completed,,DRV_F4341F,CUST_EA75EF2
3983,17.45,2.56,2023-01-02 15:35:00,2023-01-02 15:50:00,2023-01-02 16:06:00,Park Slope (Brooklyn),Newark Liberty Airport (EWR),4,Completed,,DRV_9F1D42,CUST_DA9A789
3984,16.01,6.26,2023-01-18 08:59:50,2023-01-18 09:12:50,2023-01-18 09:46:50,Forest Hills (Queens),Bay Ridge (Brooklyn),3,Completed,,DRV_203CDF,CUST_A4673FD
3985,25.68,11.43,2023-03-21 22:04:15,2023-03-21 22:07:15,2023-03-21 23:17:15,Harlem (Manhattan),Newark Liberty Airport (EWR),5,Completed,,DRV_9E2FE2,CUST_BCEC207
3986,22.06,7.61,2023-03-03 01:28:39,2023-03-03 01:35:39,2023-03-03 02:14:39,LaGuardia Airport (LGA),Forest Hills (Queens),4,Completed,,DRV_7295E9,CUST_D25B4C8
3987,9.56,2.58,2023-01-05 14:30:46,2023-01-05 14:32:46,2023-01-05 14:42:46,LaGuardia Airport (LGA),Riverdale (Bronx),5,Completed,,DRV_673E7A,CUST_3C2E693
3988,21.21,9.11,2023-03-23 05:10:53,2023-03-23 05:13:53,2023-03-23 05:54:53,Flushing (Queens),Bay Ridge (Brooklyn),4,Completed,,DRV_E94A8F,CUST_A7E1C2F
3989,10.95,1.15,2023-03-30 11:58:25,2023-03-30 12:05:25,2023-03-30 12:23:25,The Bronx (Residential),LaGuardia Airport (LGA),4,Completed,,DRV_0D8131,CUST_0291CDB
3990,17.27,5.19,2023-01-30 18:31:30,2023-01-30 18:46:30,2023-01-30 19:25:30,Bay Ridge (Brooklyn),Greenwich Village,5,Completed,,DRV_21D5D1,CUST_9A8DC7E
3991,25.94,10.25,2023-02-28 19:48:19,2023-02-28 19:57:19,2023-02-28 20:35:19,The Bronx (Residential),LaGuardia Airport (LGA),4,Completed,,DRV_D8F77E,CUST_154431D
3992,19.13,5.75,2023-03-28 07:48:07,2023-03-28 08:03:07,2023-03-28 08:27:07,Long Island City (Queens),Park Slope (Brooklyn),5,Completed,,DRV_17B5C7,CUST_2B336CA
3993,11.57,3.64,2023-03-02 13:51:46,2023-03-02 13:54:46,2023-03-02 14:10:46,LaGuardia Airport (LGA),The Bronx (Residential),4,Completed,,DRV_EF6962,CUST_6B6CDF5
3994,21.63,9.46,2023-01-22 12:56:24,2023-01-22 12:59:24,2023-01-22 14:01:24,LaGuardia Airport (LGA),Flushing (Queens),5,Completed,,DRV_FDF5BC,CUST_27BF708
3995,7.49,1.89,2023-03-11 13:57:15,2023-03-11 14:02:15,2023-03-11 14:26:15,Midtown Manhattan,SoHo,5,Completed,,DRV_388220,CUST_DEDCB67
3996,37.09,11.42,2023-03-09 07:01:04,2023-03-09 07:11:04,2023-03-09 07:48:04,JFK Airport,The Bronx (Residential),4,Completed,,DRV_B60064,CUST_D7834D3
3997,27.97,7.37,2023-01-03 05:01:42,2023-01-03 05:08:42,2023-01-03 06:02:42,Riverdale (Bronx),Upper East Side (Manhattan),3,Completed,,DRV_19A79D,CUST_9966376
3998,10.19,3.47,2023-03-24 13:47:38,2023-03-24 13:57:38,2023-03-24 14:24:38,Bay Ridge (Brooklyn),Long Island City (Queens),5,Completed,,DRV_F4341F,CUST_16EA80E
3999,22.15,3.86,2023-03-02 07:40:15,2023-03-02 07:54:15,2023-03-02 08:15:15,Park Slope (Brooklyn),Newark Liberty Airport (EWR),4,Completed,,DRV_D76B5B,CUST_0AB1805
4000,6.67,0.76,2023-03-23 15:28:34,2023-03-23 15:37:34,2023-03-23 15:46:34,Bay Ridge (Brooklyn),Forest Hills (Queens),5,Cancelled_by_Customer,Customer,DRV_738D4F,CUST_711E449
4001,21.56,6.28,2023-02-15 02:15:07,2023-02-15 02:28:07,2023-02-15 02:48:07,Bay Ridge (Brooklyn),Newark Liberty Airport (EWR),5,Completed,,DRV_B97CDB,CUST_4440105
4002,21.37,10.26,2023-02-03 09:39:23,2023-02-03 09:52:23,2023-02-03 10:38:23,Flushing (Queens),JFK Airport,4,Completed,,DRV_DFEB55,CUST_A658B68
4003,17.71,5.24,2023-02-28 06:42:04,2023-02-28 06:52:04,2023-02-28 07:19:04,Bay Ridge (Brooklyn),Park Slope (Brooklyn),4,Completed,,DRV_2BF77D,CUST_98360E0
4004,25.92,10.53,2023-01-05 15:56:47,2023-01-05 15:59:47,2023-01-05 16:27:47,Staten Island (Residential),The Bronx (Residential),3,Completed,,DRV_07B543,CUST_BC8C1A0
4005,23.19,7.91,2023-02-17 00:12:21,2023-02-17 00:18:21,2023-02-17 01:08:21,Harlem (Manhattan),LaGuardia Airport (LGA),3,Completed,,DRV_8E9A54,CUST_49F4C90
4006,15.52,5.73,2023-01-13 10:56:32,2023-01-13 11:08:32,2023-01-13 11:42:32,JFK Airport,Williamsburg (Brooklyn),5,Completed,,DRV_415C02,CUST_B440F43
4007,6.42,0.95,2023-02-02 08:33:24,2023-02-02 08:37:24,2023-02-02 08:52:24,Flushing (Queens),Upper East Side (Manhattan),5,Completed,,DRV_E2E27B,CUST_30D22ED
4008,8.67,1.88,2023-03-12 22:41:07,2023-03-12 22:46:07,2023-03-12 23:01:07,Newark Liberty Airport (EWR),SoHo,4,Completed,,DRV_78290B,CUST_4D9F059
4009,21.54,11.05,2023-01-28 21:33:13,2023-01-28 21:43:13,2023-01-28 22:34:13,Forest Hills (Queens),Greenwich Village,4,Completed,,DRV_E769C4,CUST_61F5977
4010,15.13,5.21,2023-01-05 17:18:36,2023-01-05 17:22:36,2023-01-05 17:39:36,Forest Hills (Queens),Harlem (Manhattan),4,Completed,,DRV_185540,CUST_87989DC
4011,10.52,3.16,2023-03-19 15:20:31,2023-03-19 15:34:31,2023-03-19 15:52:31,The Bronx (Residential),Harlem (Manhattan),3,Cancelled_by_Customer,Customer,DRV_737B98,CUST_D7AB1D5
4012,21.66,8.7,2023-03-21 12:15:09,2023-03-21 12:28:09,2023-03-21 13:15:09,LaGuardia Airport (LGA),JFK Airport,2,Completed,,DRV_148A4B,CUST_1006691
4013,35.42,11.53,2023-02-08 13:38:39,2023-02-08 13:45:39,2023-02-08 14:22:39,Forest Hills (Queens),Staten Island (Residential),3,Completed,,DRV_2B8282,CUST_59EB252
4014,34.33,10.42,2023-03-31 13:17:01,2023-03-31 13:26:01,2023-03-31 14:28:01,Bay Ridge (Brooklyn),JFK Airport,5,Completed,,DRV_A180F9,CUST_A318017
4015,15.73,5.47,2023-01-16 12:11:12,2023-01-16 12:16:12,2023-01-16 12:38:12,Financial District,Newark Liberty Airport (EWR),4,Completed,,DRV_9EDBD7,CUST_91E060A
4016,8.21,2.08,2023-03-18 20:43:17,2023-03-18 20:47:17,2023-03-18 20:56:17,Williamsburg (Brooklyn),Forest Hills (Queens),4,Completed,,DRV_F897EA,CUST_70F9E03
4017,31.39,11.6,2023-01-05 09:41:23,2023-01-05 09:50:23,2023-01-05 10:21:23,Upper East Side (Manhattan),Midtown Manhattan,4,Completed,,DRV_0C861E,CUST_DF37E13
4018,31.94,11.1,2023-03-30 10:02:00,2023-03-30 10:04:00,2023-03-30 11:03:00,SoHo,JFK Airport,3,Completed,,DRV_E935C0,CUST_95D39C6
4019,11.66,3.95,2023-03-17 10:32:18,2023-03-17 10:43:18,2023-03-17 11:16:18,Greenwich Village,Flushing (Queens),2,Completed,,DRV_079DF3,CUST_2F42945
4020,6.98,1.53,2023-01-13 03:45:52,2023-01-13 03:56:52,2023-01-13 04:01:52,Upper East Side (Manhattan),Flushing (Queens),3,Cancelled_by_Customer,Customer,DRV_C1EB6B,CUST_9C06B2D
4021,24.62,11.54,2023-01-26 12:22:52,2023-01-26 12:25:52,2023-01-26 13:20:52,LaGuardia Airport (LGA),Newark Liberty Airport (EWR),4,Completed,,DRV_5C5395,CUST_8FD1938
4022,19.32,9.66,2023-01-05 21:59:01,2023-01-05 22:01:01,2023-01-05 22:40:01,LaGuardia Airport (LGA),Park Slope (Brooklyn),3,Completed,,DRV_AF50C5,CUST_64C93A1
4023,28.64,8.16,2023-03-19 20:47:56,2023-03-19 20:58:56,2023-03-19 21:34:56,Upper East Side (Manhattan),Harlem (Manhattan),5,Completed,,DRV_147FEC,CUST_335AAE2
4024,17.99,4.67,2023-01-10 19:30:30,2023-01-10 19:41:30,2023-01-10 20:09:30,Greenwich Village,Staten Island (Residential),4,Completed,,DRV_DBEE8E,CUST_46DBE0C
4025,28.44,11.64,2023-03-14 17:41:42,2023-03-14 17:51:42,2023-03-14 18:26:42,Staten Island (Residential),Bay Ridge (Brooklyn),4,Completed,,DRV_070B11,CUST_37A7CD1
4026,11.76,2.87,2023-01-25 13:17:32,2023-01-25 13:28:32,2023-01-25 13:48:32,Midtown Manhattan,Staten Island (Residential),4,Completed,,DRV_BA71AD,CUST_D8232D3
4027,11.45,3.84,2023-01-25 03:07:06,2023-01-25 03:22:06,2023-01-25 03:49:06,Williamsburg (Brooklyn),Flushing (Queens),4,Completed,,DRV_E2E27B,CUST_EE8D3E7
4028,29.9,10.8,2023-02-19 10:37:45,2023-02-19 10:42:45,2023-02-19 11:35:45,LaGuardia Airport (LGA),Greenwich Village,3,Completed,,DRV_30F5E4,CUST_DE897A4
4029,34.82,10.79,2023-02-20 00:30:01,2023-02-20 00:44:01,2023-02-20 01:33:01,SoHo,Newark Liberty Airport (EWR),4,Completed,,DRV_16AD37,CUST_F6E7394
4030,36.27,11.55,2023-03-09 19:38:33,2023-03-09 19:50:33,2023-03-09 20:36:33,Forest Hills (Queens),Bay Ridge (Brooklyn),5,Completed,,DRV_D64D7F,CUST_E02702D
4031,17.19,5.25,2023-02-16 17:42:10,2023-02-16 17:49:10,2023-02-16 18:17:10,Bay Ridge (Brooklyn),Newark Liberty Airport (EWR),4,Completed,,DRV_6FF7F4,CUST_AE016B7
4032,5.0,0.57,2023-01-25 11:32:35,2023-01-25 11:33:35,2023-01-25 11:39:35,Newark Liberty Airport (EWR),Long Island City (Queens),1,Completed,,DRV_D082E1,CUST_812FDB1
4033,10.03,1.45,2023-01-24 02:17:28,2023-01-24 02:30:28,2023-01-24 02:55:28,Financial District,The Bronx (Residential),5,Completed,,DRV_8F9EDE,CUST_06B98C8
4034,27.01,8.14,2023-02-21 21:17:36,2023-02-21 21:31:36,2023-02-21 21:58:36,Upper East Side (Manhattan),JFK Airport,4,Completed,,DRV_962192,CUST_CA9834D
4035,15.51,4.4,2023-02-04 05:12:44,2023-02-04 05:26:44,2023-02-04 05:57:44,Forest Hills (Queens),Park Slope (Brooklyn),5,Completed,,DRV_E07733,CUST_448DD30
4036,25.23,7.68,2023-01-12 22:21:08,2023-01-12 22:24:08,2023-01-12 23:12:08,Long Island City (Queens),Greenwich Village,4,Completed,,DRV_4251C8,CUST_6673941
4037,13.45,3.42,2023-01-10 13:36:36,2023-01-10 13:38:36,2023-01-10 14:06:36,The Bronx (Residential),The Bronx (Residential),5,Completed,,DRV_10CEB7,CUST_2FC980A
4038,32.51,10.88,2023-02-26 08:12:14,2023-02-26 08:14:14,2023-02-26 08:57:14,Park Slope (Brooklyn),Riverdale (Bronx),4,Completed,,DRV_0E3C83,CUST_F40CDF1
4039,27.2,9.45,2023-01-20 17:51:41,2023-01-20 17:59:41,2023-01-20 18:44:41,JFK Airport,LaGuardia Airport (LGA),4,Completed,,DRV_37B12C,CUST_DAFC2D3
4040,35.18,10.47,2023-01-13 16:55:23,2023-01-13 17:00:23,2023-01-13 17:51:23,LaGuardia Airport (LGA),Greenwich Village,5,Completed,,DRV_415C02,CUST_8421DD0
4041,28.3,11.41,2023-03-09 14:13:58,2023-03-09 14:24:58,2023-03-09 15:07:58,Park Slope (Brooklyn),Newark Liberty Airport (EWR),5,Completed,,DRV_E48B72,CUST_6E6803C
4042,31.35,13.92,2023-02-17 12:33:12,2023-02-17 12:45:12,2023-02-17 14:35:12,The Bronx (Residential),Staten Island (Residential),5,Completed,,DRV_58EB99,CUST_6011965
4043,26.59,11.15,2023-02-05 20:07:39,2023-02-05 20:12:39,2023-02-05 20:49:39,Harlem (Manhattan),Financial District,5,Completed,,DRV_E6083D,CUST_E7A5CD2
4044,17.25,7.43,2023-01-06 02:05:19,2023-01-06 02:06:19,2023-01-06 02:33:19,JFK Airport,Upper East Side (Manhattan),2,Completed,,DRV_7F871D,CUST_E792364
4045,7.94,2.4,2023-01-15 22:55:50,2023-01-15 23:08:50,2023-01-15 23:24:50,Park Slope (Brooklyn),Upper East Side (Manhattan),5,Completed,,DRV_B55B35,CUST_206C6CB
4046,19.68,9.47,2023-03-09 08:58:44,2023-03-09 09:10:44,2023-03-09 09:50:44,Flushing (Queens),Financial District,4,Completed,,DRV_B55B35,CUST_9947D5D
4047,21.24,3.49,2023-01-20 22:57:43,2023-01-20 22:59:43,2023-01-20 23:15:43,The Bronx (Residential),Staten Island (Residential),4,Completed,,DRV_E4342F,CUST_C7D4E34
4048,23.47,8.11,2023-02-19 18:51:21,2023-02-19 19:01:21,2023-02-19 19:35:21,Bay Ridge (Brooklyn),Newark Liberty Airport (EWR),5,Completed,,DRV_E07733,CUST_71377BF
4049,21.37,7.44,2023-02-07 14:48:18,2023-02-07 15:00:18,2023-02-07 15:24:18,Park Slope (Brooklyn),Williamsburg (Brooklyn),3,Completed,,DRV_35802D,CUST_D4E0DB8
4050,19.79,6.05,2023-01-23 11:12:27,2023-01-23 11:18:27,2023-01-23 12:10:27,Midtown Manhattan,Harlem (Manhattan),5,Completed,,DRV_87B07B,CUST_2C0766A
4051,18.88,5.0,2023-02-11 02:55:34,2023-02-11 03:08:34,2023-02-11 03:39:34,Williamsburg (Brooklyn),Forest Hills (Queens),5,Completed,,DRV_5B67F8,CUST_DEF3027
4052,18.62,5.03,2023-01-24 09:36:19,2023-01-24 09:39:19,2023-01-24 10:04:19,JFK Airport,Forest Hills (Queens),5,Completed,,DRV_8E9A54,CUST_3C48B68
4053,6.96,0.68,2023-01-05 13:22:55,2023-01-05 13:31:55,2023-01-05 13:51:55,The Bronx (Residential),Staten Island (Residential),4,Completed,,DRV_17B5C7,CUST_6CDAD36
4054,10.06,3.43,2023-03-12 20:07:10,2023-03-12 20:09:10,2023-03-12 20:22:10,LaGuardia Airport (LGA),Harlem (Manhattan),4,Completed,,DRV_358B56,CUST_6080717
4055,15.22,7.45,2023-02-14 14:43:21,2023-02-14 14:47:21,2023-02-14 15:18:21,Newark Liberty Airport (EWR),The Bronx (Residential),5,Completed,,DRV_CBF28A,CUST_11A7DC2
4056,8.97,2.56,2023-03-16 15:38:38,2023-03-16 15:44:38,2023-03-16 16:00:38,Staten Island (Residential),JFK Airport,1,Completed,,DRV_E9216F,CUST_322D297
4057,30.66,9.03,2023-01-04 22:45:01,2023-01-04 22:58:01,2023-01-04 23:48:01,Forest Hills (Queens),Staten Island (Residential),2,Completed,,DRV_1AF1A7,CUST_843DE4E
4058,5.05,0.56,2023-01-07 10:29:44,2023-01-07 10:34:44,2023-01-07 10:41:44,LaGuardia Airport (LGA),Greenwich Village,4,Completed,,DRV_7E5335,CUST_F4C50E1
4059,22.09,9.49,2023-02-19 06:47:18,2023-02-19 06:48:18,2023-02-19 07:19:18,Upper East Side (Manhattan),Harlem (Manhattan),1,Completed,,DRV_950F7E,CUST_248039A
4060,19.8,4.51,2023-01-07 19:07:51,2023-01-07 19:18:51,2023-01-07 19:44:51,Greenwich Village,SoHo,4,Completed,,DRV_27DB73,CUST_36BC75A
4061,14.97,4.15,2023-01-10 11:15:58,2023-01-10 11:19:58,2023-01-10 11:49:58,Staten Island (Residential),Midtown Manhattan,4,Completed,,DRV_7D1889,CUST_7558D21
4062,16.48,5.73,2023-02-25 03:18:45,2023-02-25 03:31:45,2023-02-25 04:07:45,Newark Liberty Airport (EWR),Greenwich Village,4,Completed,,DRV_07B543,CUST_466C540
4063,20.43,7.63,2023-03-23 17:20:16,2023-03-23 17:32:16,2023-03-23 18:03:16,JFK Airport,Greenwich Village,4,Completed,,DRV_3F8169,CUST_027D795
4064,23.59,9.02,2023-02-12 05:01:40,2023-02-12 05:09:40,2023-02-12 06:06:40,Forest Hills (Queens),Financial District,3,Cancelled_by_Driver,Driver,DRV_819A77,CUST_442B8CF
4065,6.03,1.59,2023-01-18 03:14:08,2023-01-18 03:18:08,2023-01-18 03:31:08,Riverdale (Bronx),JFK Airport,4,Completed,,DRV_361EE3,CUST_672AF1D
4066,27.22,7.74,2023-03-30 05:55:02,2023-03-30 06:09:02,2023-03-30 07:06:02,Riverdale (Bronx),Bay Ridge (Brooklyn),5,Completed,,DRV_6BAF5B,CUST_D598864
4067,19.18,6.12,2023-01-12 00:51:17,2023-01-12 00:54:17,2023-01-12 01:21:17,Harlem (Manhattan),Upper East Side (Manhattan),4,Completed,,DRV_E2E27B,CUST_CB19738
4068,21.77,9.26,2023-01-05 23:19:31,2023-01-05 23:23:31,2023-01-05 23:56:31,Harlem (Manhattan),SoHo,1,Completed,,DRV_684B7F,CUST_2C034A3
4069,22.69,9.02,2023-03-05 12:13:46,2023-03-05 12:20:46,2023-03-05 13:01:46,SoHo,Flushing (Queens),4,Completed,,DRV_DC58E0,CUST_0BD5EE3
4070,20.82,8.23,2023-01-18 04:56:32,2023-01-18 05:03:32,2023-01-18 05:35:32,Williamsburg (Brooklyn),Midtown Manhattan,5,Completed,,DRV_E70F06,CUST_16EA80E
4071,23.08,6.04,2023-02-21 13:50:40,2023-02-21 13:53:40,2023-02-21 14:37:40,Midtown Manhattan,Financial District,3,Completed,,DRV_30C2EE,CUST_6149090
4072,18.62,2.96,2023-03-02 22:23:48,2023-03-02 22:34:48,2023-03-02 23:03:48,Forest Hills (Queens),Upper East Side (Manhattan),3,Completed,,DRV_7BB7AF,CUST_1404080
4073,8.4,3.09,2023-01-06 19:40:47,2023-01-06 19:43:47,2023-01-06 20:19:47,Park Slope (Brooklyn),Flushing (Queens),5,Completed,,DRV_10CEB7,CUST_5D9B539
4074,41.53,14.32,2023-01-20 05:34:12,2023-01-20 05:49:12,2023-01-20 07:39:12,Midtown Manhattan,Greenwich Village,3,Completed,,DRV_9C358C,CUST_641F21E
4075,37.73,11.33,2023-02-20 00:34:40,2023-02-20 00:46:40,2023-02-20 01:32:40,Flushing (Queens),Midtown Manhattan,4,Cancelled_by_Customer,Customer,DRV_87B07B,CUST_329E504
4076,13.39,3.34,2023-01-01 22:16:58,2023-01-01 22:30:58,2023-01-01 22:47:58,Upper East Side (Manhattan),Newark Liberty Airport (EWR),5,Cancelled_by_Customer,Customer,DRV_6BF097,CUST_EB66096
4077,12.3,3.61,2023-03-11 21:28:14,2023-03-11 21:31:14,2023-03-11 22:06:14,Staten Island (Residential),Forest Hills (Queens),4,Completed,,DRV_4F9645,CUST_28ED853
4078,24.85,8.27,2023-03-03 22:28:50,2023-03-03 22:35:50,2023-03-03 23:24:50,Bay Ridge (Brooklyn),Williamsburg (Brooklyn),3,Completed,,DRV_E70F06,CUST_DBBAE6A
4079,6.54,0.9,2023-02-27 09:00:16,2023-02-27 09:06:16,2023-02-27 09:14:16,Harlem (Manhattan),Riverdale (Bronx),3,Completed,,DRV_A892CB,CUST_0B66C18
4080,16.6,4.91,2023-02-14 05:06:56,2023-02-14 05:12:56,2023-02-14 05:30:56,SoHo,Midtown Manhattan,2,Completed,,DRV_4E2592,CUST_C219374
4081,12.77,4.39,2023-02-26 02:59:26,2023-02-26 03:03:26,2023-02-26 03:16:26,SoHo,Midtown Manhattan,5,Completed,,DRV_AC6841,CUST_2AF83BB
4082,24.46,11.08,2023-02-04 11:14:45,2023-02-04 11:29:45,2023-02-04 12:28:45,Riverdale (Bronx),Forest Hills (Queens),5,Completed,,DRV_355BF9,CUST_87410FC
4083,20.2,8.43,2023-03-09 04:59:06,2023-03-09 05:00:06,2023-03-09 05:36:06,SoHo,Bay Ridge (Brooklyn),4,Completed,,DRV_67A147,CUST_B62FD81
4084,82.92,33.15,2023-03-08 00:33:13,2023-03-08 00:43:13,2023-03-08 03:16:13,Forest Hills (Queens),Harlem (Manhattan),4,Completed,,DRV_968CE2,CUST_34CDB59
4085,20.56,6.3,2023-02-20 11:44:33,2023-02-20 11:46:33,2023-02-20 12:08:33,Riverdale (Bronx),JFK Airport,3,Completed,,DRV_772EDD,CUST_4EB6B9F
4086,8.15,2.02,2023-01-11 09:43:08,2023-01-11 09:56:08,2023-01-11 10:08:08,Staten Island (Residential),Park Slope (Brooklyn),4,Completed,,DRV_9DA1C0,CUST_10BED7E
4087,10.01,4.08,2023-02-19 15:06:42,2023-02-19 15:09:42,2023-02-19 15:40:42,Flushing (Queens),Williamsburg (Brooklyn),3,Completed,,DRV_8566D0,CUST_780AFD8
4088,29.24,9.28,2023-03-31 13:50:46,2023-03-31 13:51:46,2023-03-31 14:21:46,Staten Island (Residential),Newark Liberty Airport (EWR),4,Completed,,DRV_2E9A65,CUST_123135A
4089,6.74,1.16,2023-02-25 02:03:15,2023-02-25 02:18:15,2023-02-25 02:27:15,Forest Hills (Queens),Midtown Manhattan,4,Completed,,DRV_AB5A3A,CUST_E6BBBA6
4090,18.99,4.76,2023-03-02 20:23:45,2023-03-02 20:34:45,2023-03-02 20:50:45,JFK Airport,Midtown Manhattan,4,Completed,,DRV_EC906D,CUST_F7B93B8
4091,11.04,2.09,2023-03-10 11:18:32,2023-03-10 11:23:32,2023-03-10 11:49:32,The Bronx (Residential),JFK Airport,5,Completed,,DRV_F2CFF8,CUST_50A6BBD
4092,22.67,9.65,2023-03-22 23:13:35,2023-03-22 23:24:35,2023-03-23 00:45:35,SoHo,The Bronx (Residential),3,Completed,,DRV_6AFF0B,CUST_41379C5
4093,10.93,3.94,2023-02-14 02:39:54,2023-02-14 02:42:54,2023-02-14 03:12:54,Williamsburg (Brooklyn),Midtown Manhattan,5,Completed,,DRV_8818D9,CUST_C57B7CC
4094,25.8,7.29,2023-02-22 08:44:27,2023-02-22 08:46:27,2023-02-22 09:20:27,Riverdale (Bronx),Harlem (Manhattan),5,Completed,,DRV_9E8C65,CUST_154431D
4095,12.27,4.33,2023-03-31 02:04:40,2023-03-31 02:10:40,2023-03-31 02:39:40,Upper East Side (Manhattan),Flushing (Queens),1,Completed,,DRV_D74933,CUST_48D74CD
4096,7.98,1.46,2023-02-07 05:45:19,2023-02-07 05:59:19,2023-02-07 06:22:19,Midtown Manhattan,Harlem (Manhattan),4,Completed,,DRV_400758,CUST_F7221F4
4097,22.1,6.89,2023-01-12 10:13:36,2023-01-12 10:17:36,2023-01-12 10:37:36,Flushing (Queens),Staten Island (Residential),4,Completed,,DRV_741E52,CUST_CB4B96D
4098,25.72,10.92,2023-01-31 20:35:44,2023-01-31 20:38:44,2023-01-31 21:24:44,SoHo,LaGuardia Airport (LGA),2,Cancelled_by_Customer,Customer,DRV_8AF1C8,CUST_A612451
4099,39.31,11.77,2023-01-03 10:14:24,2023-01-03 10:20:24,2023-01-03 10:52:24,Staten Island (Residential),SoHo,5,Completed,,DRV_B44440,CUST_58442E5
4100,18.67,7.63,2023-02-04 02:45:15,2023-02-04 02:59:15,2023-02-04 03:35:15,LaGuardia Airport (LGA),Newark Liberty Airport (EWR),4,Completed,,DRV_6EB081,CUST_30B6A39
4101,14.27,5.0,2023-01-26 19:46:39,2023-01-26 19:58:39,2023-01-26 20:35:39,JFK Airport,Williamsburg (Brooklyn),4,Completed,,DRV_86AD13,CUST_647EEFC
4102,38.3,11.49,2023-01-27 19:37:36,2023-01-27 19:41:36,2023-01-27 20:25:36,Financial District,LaGuardia Airport (LGA),5,Completed,,DRV_8818D9,CUST_9309CFE
4103,16.12,5.07,2023-02-14 03:40:07,2023-02-14 03:43:07,2023-02-14 04:16:07,The Bronx (Residential),JFK Airport,4,Completed,,DRV_3D1C30,CUST_AF8795F
4104,20.93,7.94,2023-03-27 23:05:55,2023-03-27 23:16:55,2023-03-27 23:51:55,Park Slope (Brooklyn),Greenwich Village,5,Completed,,DRV_F43873,CUST_B8200F9
4105,6.2,1.94,2023-01-25 18:51:06,2023-01-25 18:58:06,2023-01-25 19:09:06,Forest Hills (Queens),The Bronx (Residential),5,Completed,,DRV_3AEA53,CUST_E0E2605
4106,28.14,9.54,2023-02-20 20:49:04,2023-02-20 20:54:04,2023-02-20 21:27:04,Forest Hills (Queens),Newark Liberty Airport (EWR),5,Completed,,DRV_481C1A,CUST_3B382E2
