Ride_ID,Fare,Distance_Miles,Ride_Request_Time,Pickup_Time,Dropoff_Time,Ride_Duration_Minutes,Source_Zone,Destination_Zone,Driver_Rating_by_Customer,Ride_Status,Cancelled_By,Driver_ID,Customer_ID
2340,5.77,1.35,2023-01-21 22:09:30,2023-01-21 22:13:30,2023-01-21 22:20:30,7.0,Park Slope (Brooklyn),Financial District,3,Completed,,DRV_D7F8C1,CUST_9C1EA16
2341,17.4,5.79,2023-03-06 14:55:28,2023-03-06 14:57:28,2023-03-06 15:28:28,31.0,Bay Ridge (Brooklyn),Riverdale (Bronx),5,Cancelled_by_Driver,Driver,DRV_7F67B8,CUST_C568C1C
2342,18.51,3.12,2023-03-21 05:44:31,2023-03-21 05:55:31,2023-03-21 06:13:31,18.0,Williamsburg (Brooklyn),Park Slope (Brooklyn),4,Completed,,DRV_4A5FE4,CUST_E02B174
2343,60.1,23.27,2023-01-05 23:38:24,2023-01-05 23:45:24,2023-01-06 01:12:24,87.0,The Bronx (Residential),Staten Island (Residential),5,Completed,,DRV_EB8599,CUST_6E5D750
2344,27.41,10.0,2023-03-11 02:39:04,2023-03-11 02:50:04,2023-03-11 03:53:04,63.0,Flushing (Queens),JFK Airport,5,Completed,,DRV_3A7A11,CUST_F73CA51
2345,20.71,6.03,2023-03-12 17:15:25,2023-03-12 17:18:25,2023-03-12 17:53:25,35.0,Williamsburg (Brooklyn),Bay Ridge (Brooklyn),5,Completed,,DRV_B5C3F2,CUST_277DBF7
2346,8.38,2.68,2023-02-17 21:19:03,2023-02-17 21:32:03,2023-02-17 21:47:03,15.0,Greenwich Village,Long Island City (Queens),5,Cancelled_by_Customer,Customer,DRV_3DF935,CUST_CDE3AA0
2347,8.84,1.43,2023-03-22 08:21:57,2023-03-22 08:24:57,2023-03-22 08:34:57,10.0,Greenwich Village,Bay Ridge (Brooklyn),4,Completed,,DRV_D33B76,CUST_9148647
2348,8.38,2.05,2023-02-26 06:08:42,2023-02-26 06:23:42,2023-02-26 06:39:42,16.0,The Bronx (Residential),Financial District,4,Completed,,DRV_E7F42D,CUST_B85BA31
2349,10.16,2.42,2023-03-16 11:20:46,2023-03-16 11:35:46,2023-03-16 11:53:46,18.0,Upper East Side (Manhattan),SoHo,4,No_Show_Customer,Customer,DRV_20F8F7,CUST_E30DD68
2350,16.78,8.84,2023-01-25 17:19:51,2023-01-25 17:25:51,2023-01-25 17:56:51,31.0,Staten Island (Residential),Financial District,4,Completed,,DRV_E0C665,CUST_2472406
2351,22.77,9.09,2023-03-04 13:13:43,2023-03-04 13:24:43,2023-03-04 14:12:43,48.0,LaGuardia Airport (LGA),The Bronx (Residential),5,Completed,,DRV_E8B7BC,CUST_0CF2CEB
2352,27.65,9.74,2023-01-31 04:01:33,2023-01-31 04:13:33,2023-01-31 05:19:33,66.0,LaGuardia Airport (LGA),Park Slope (Brooklyn),4,Completed,,DRV_5F7FAD,CUST_44F89BB
2353,34.33,10.61,2023-01-07 06:27:40,2023-01-07 06:41:40,2023-01-07 07:57:40,76.0,Harlem (Manhattan),SoHo,4,Completed,,DRV_38922F,CUST_48D68C5
2354,7.37,1.61,2023-01-12 09:27:33,2023-01-12 09:30:33,2023-01-12 09:35:33,5.0,Newark Liberty Airport (EWR),Bay Ridge (Brooklyn),4,Cancelled_by_Customer,Customer,DRV_9316B9,CUST_B17DF8A
2355,16.5,6.68,2023-03-05 18:31:46,2023-03-05 18:39:46,2023-03-05 19:27:46,48.0,Flushing (Queens),Long Island City (Queens),4,Completed,,DRV_5C2A40,CUST_303B297
2356,15.33,5.62,2023-03-12 10:39:42,2023-03-12 10:43:42,2023-03-12 11:07:42,24.0,Riverdale (Bronx),Williamsburg (Brooklyn),4,Completed,,DRV_EFA1E2,CUST_2D3A7D3
2357,17.83,4.32,2023-01-01 14:34:16,2023-01-01 14:38:16,2023-01-01 15:06:16,28.0,Harlem (Manhattan),Bay Ridge (Brooklyn),4,Cancelled_by_Driver,Driver,DRV_2C1D06,CUST_AADE745
2358,8.0,1.08,2023-01-22 09:09:52,2023-01-22 09:24:52,2023-01-22 09:42:52,18.0,Financial District,Midtown Manhattan,3,Completed,,DRV_E24F84,CUST_39749DA
2359,6.69,0.8,2023-01-16 10:45:56,2023-01-16 10:48:56,2023-01-16 11:06:56,18.0,The Bronx (Residential),Riverdale (Bronx),5,Completed,,DRV_2C912F,CUST_B349DF4
2360,26.21,9.98,2023-01-07 11:46:40,2023-01-07 11:51:40,2023-01-07 12:32:40,41.0,Flushing (Queens),The Bronx (Residential),4,Completed,,DRV_3B635F,CUST_DD1C45D
2361,20.09,10.7,2023-01-18 14:14:20,2023-01-18 14:24:20,2023-01-18 15:14:20,50.0,Upper East Side (Manhattan),LaGuardia Airport (LGA),5,Completed,,DRV_CCA545,CUST_0350649
2362,33.0,10.44,2023-03-08 04:31:32,2023-03-08 04:35:32,2023-03-08 05:32:32,57.0,Flushing (Queens),JFK Airport,5,Cancelled_by_Customer,Customer,DRV_46431C,CUST_D705544
2363,25.21,8.68,2023-03-03 06:37:42,2023-03-03 06:50:42,2023-03-03 07:20:42,30.0,Riverdale (Bronx),Newark Liberty Airport (EWR),5,Completed,,DRV_4AF788,CUST_CC31BEC
2364,73.36,34.77,2023-01-22 15:47:22,2023-01-22 15:50:22,2023-01-22 17:21:22,91.0,Riverdale (Bronx),The Bronx (Residential),5,Completed,,DRV_0F3647,CUST_5CE9D27
2365,22.17,4.42,2023-02-19 16:13:13,2023-02-19 16:20:13,2023-02-19 16:31:13,11.0,LaGuardia Airport (LGA),Park Slope (Brooklyn),4,Cancelled_by_Driver,Driver,DRV_49AF44,CUST_FEB86AE
2366,19.59,5.84,2023-02-16 12:15:19,2023-02-16 12:27:19,2023-02-16 13:10:19,43.0,Staten Island (Residential),Williamsburg (Brooklyn),5,Completed,,DRV_3DA0EF,CUST_8BA04FF
2367,6.74,1.12,2023-01-01 04:48:54,2023-01-01 04:56:54,2023-01-01 05:10:54,14.0,Financial District,Greenwich Village,5,Completed,,DRV_3C96B2,CUST_5FE0895
2368,6.15,0.81,2023-03-22 11:44:58,2023-03-22 11:56:58,2023-03-22 12:11:58,15.0,Upper East Side (Manhattan),Flushing (Queens),5,Completed,,DRV_806E08,CUST_C93B25D
2369,20.21,8.5,2023-03-13 12:06:43,2023-03-13 12:15:43,2023-03-13 12:55:43,40.0,JFK Airport,Upper East Side (Manhattan),4,Completed,,DRV_DDECD0,CUST_C8503CA
2370,13.49,5.06,2023-01-03 18:40:04,2023-01-03 18:41:04,2023-01-03 19:09:04,28.0,SoHo,Staten Island (Residential),5,Completed,,DRV_2FA10D,CUST_859A5A4
2371,14.25,6.25,2023-03-12 15:49:15,2023-03-12 15:54:15,2023-03-12 16:30:15,36.0,JFK Airport,Riverdale (Bronx),5,Completed,,DRV_1CB860,CUST_9744529
2372,48.8,22.63,2023-01-05 00:45:57,2023-01-05 00:46:57,2023-01-05 02:34:57,108.0,Midtown Manhattan,Park Slope (Brooklyn),4,Cancelled_by_Driver,Driver,DRV_2B22B1,CUST_0C55EBD
2373,26.77,8.23,2023-02-02 00:41:19,2023-02-02 00:50:19,2023-02-02 01:23:19,33.0,Harlem (Manhattan),Long Island City (Queens),4,Completed,,DRV_FD52A7,CUST_A6EFD20
2374,80.57,28.97,2023-01-24 06:00:59,2023-01-24 06:09:59,2023-01-24 08:20:59,131.0,Financial District,Forest Hills (Queens),3,Completed,,DRV_AF9515,CUST_9B059E0
2375,10.73,3.46,2023-03-21 06:11:55,2023-03-21 06:14:55,2023-03-21 06:38:55,24.0,SoHo,Flushing (Queens),4,Completed,,DRV_E24F84,CUST_B448223
2376,18.73,6.6,2023-03-30 08:34:12,2023-03-30 08:39:12,2023-03-30 09:26:12,47.0,Newark Liberty Airport (EWR),Park Slope (Brooklyn),4,Cancelled_by_Customer,Customer,DRV_36DC55,CUST_E480948
2377,19.74,6.3,2023-03-01 15:00:48,2023-03-01 15:07:48,2023-03-01 15:47:48,40.0,Upper East Side (Manhattan),Long Island City (Queens),4,Completed,,DRV_CCA545,CUST_C3DD679
2378,31.44,8.96,2023-03-21 14:41:10,2023-03-21 14:49:10,2023-03-21 15:30:10,41.0,Park Slope (Brooklyn),Financial District,4,Completed,,DRV_093561,CUST_464DE8A
2379,12.18,2.58,2023-02-15 07:02:37,2023-02-15 07:07:37,2023-02-15 07:23:37,16.0,Flushing (Queens),JFK Airport,5,Completed,,DRV_5F7FAD,CUST_218F9F8
2380,7.29,2.69,2023-03-11 17:42:09,2023-03-11 17:43:09,2023-03-11 17:55:09,12.0,Forest Hills (Queens),SoHo,5,Cancelled_by_Customer,Customer,DRV_977F7A,CUST_53A6564
2381,47.87,25.89,2023-01-07 14:11:25,2023-01-07 14:15:25,2023-01-07 15:23:25,68.0,Long Island City (Queens),Flushing (Queens),5,Completed,,DRV_7F67B8,CUST_00C8C8B
2382,8.47,1.78,2023-03-26 16:08:24,2023-03-26 16:21:24,2023-03-26 16:34:24,13.0,Harlem (Manhattan),LaGuardia Airport (LGA),2,Completed,,DRV_E24F84,CUST_FEB86AE
2383,24.61,7.35,2023-03-15 02:18:21,2023-03-15 02:32:21,2023-03-15 03:14:21,42.0,Flushing (Queens),SoHo,4,Completed,,DRV_8D4F25,CUST_661F461
2384,15.13,4.94,2023-01-11 08:34:43,2023-01-11 08:39:43,2023-01-11 09:05:43,26.0,Newark Liberty Airport (EWR),Park Slope (Brooklyn),3,Completed,,DRV_46431C,CUST_1A4EC62
2385,20.14,6.44,2023-02-07 00:45:10,2023-02-07 00:53:10,2023-02-07 01:43:10,50.0,Greenwich Village,SoHo,5,Completed,,DRV_71438F,CUST_EEF0750
2386,31.3,11.64,2023-02-27 15:46:21,2023-02-27 16:00:21,2023-02-27 16:38:21,38.0,Midtown Manhattan,Newark Liberty Airport (EWR),5,Completed,,DRV_4BB01F,CUST_F790BBA
2387,45.16,25.31,2023-01-23 05:09:30,2023-01-23 05:15:30,2023-01-23 07:35:30,140.0,The Bronx (Residential),Staten Island (Residential),2,Completed,,DRV_AA719F,CUST_0F51645
2388,13.96,3.82,2023-03-28 08:23:34,2023-03-28 08:27:34,2023-03-28 08:53:34,26.0,Greenwich Village,Staten Island (Residential),5,Cancelled_by_Customer,Customer,DRV_D33B76,CUST_E0B266F
2389,20.82,6.31,2023-02-28 13:18:57,2023-02-28 13:29:57,2023-02-28 13:51:57,22.0,Financial District,Riverdale (Bronx),5,Completed,,DRV_3AE7E1,CUST_835429A
2390,21.52,7.61,2023-01-26 06:01:26,2023-01-26 06:07:26,2023-01-26 06:45:26,38.0,Flushing (Queens),Riverdale (Bronx),5,Completed,,DRV_43178B,CUST_866C51B
2391,16.37,8.63,2023-02-22 21:58:30,2023-02-22 22:00:30,2023-02-22 22:41:30,41.0,Williamsburg (Brooklyn),SoHo,4,Completed,,DRV_388E3E,CUST_00C8C8B
2392,7.1,1.71,2023-03-10 16:07:47,2023-03-10 16:20:47,2023-03-10 16:31:47,11.0,Newark Liberty Airport (EWR),Midtown Manhattan,4,Cancelled_by_Driver,Driver,DRV_12A52B,CUST_C95F9BE
2393,12.39,5.66,2023-01-20 21:03:08,2023-01-20 21:11:08,2023-01-20 21:41:08,30.0,Forest Hills (Queens),JFK Airport,4,Cancelled_by_Driver,Driver,DRV_8D4F25,CUST_57233E5
2394,18.12,5.93,2023-01-19 16:38:01,2023-01-19 16:44:01,2023-01-19 17:13:01,29.0,SoHo,Park Slope (Brooklyn),4,Cancelled_by_Customer,Customer,DRV_D8A263,CUST_D25B66E
2395,7.16,1.54,2023-03-07 16:58:27,2023-03-07 17:04:27,2023-03-07 17:30:27,26.0,Park Slope (Brooklyn),Long Island City (Queens),4,Completed,,DRV_13B269,CUST_3926C4E
2396,12.82,1.09,2023-01-18 19:37:05,2023-01-18 19:50:05,2023-01-18 19:56:05,6.0,Financial District,LaGuardia Airport (LGA),5,Cancelled_by_Customer,Customer,DRV_6F1C3E,CUST_6E7B69C
2397,24.89,6.82,2023-02-09 10:51:22,2023-02-09 11:06:22,2023-02-09 11:49:22,43.0,Park Slope (Brooklyn),Long Island City (Queens),5,Completed,,DRV_D0EE1E,CUST_DF946A6
2398,20.25,7.33,2023-01-22 13:51:16,2023-01-22 13:59:16,2023-01-22 14:56:16,57.0,Staten Island (Residential),Flushing (Queens),5,Completed,,DRV_161C7E,CUST_9ACC55B
2399,12.57,1.51,2023-03-08 20:20:55,2023-03-08 20:33:55,2023-03-08 20:53:55,20.0,Flushing (Queens),Williamsburg (Brooklyn),4,Completed,,DRV_883FF2,CUST_1272A17
2400,15.76,4.18,2023-01-29 08:08:12,2023-01-29 08:11:12,2023-01-29 08:30:12,19.0,SoHo,Forest Hills (Queens),4,Completed,,DRV_CC0332,CUST_E9C40ED
2401,17.93,7.71,2023-02-27 22:08:12,2023-02-27 22:12:12,2023-02-27 22:38:12,26.0,Flushing (Queens),Newark Liberty Airport (EWR),3,Completed,,DRV_7388E7,CUST_4802E3C
2402,22.3,6.59,2023-03-03 13:51:00,2023-03-03 13:59:00,2023-03-03 14:58:00,59.0,SoHo,Midtown Manhattan,5,Completed,,DRV_670E42,CUST_1C1733D
2403,22.78,10.92,2023-02-07 08:16:17,2023-02-07 08:17:17,2023-02-07 08:54:17,37.0,Forest Hills (Queens),SoHo,5,Completed,,DRV_F49FFE,CUST_5F8210F
2404,11.66,2.82,2023-01-19 00:57:37,2023-01-19 01:09:37,2023-01-19 01:30:37,21.0,LaGuardia Airport (LGA),Greenwich Village,2,Completed,,DRV_883FF2,CUST_047EFB0
2405,46.31,17.61,2023-01-27 14:48:09,2023-01-27 14:56:09,2023-01-27 17:12:09,136.0,Staten Island (Residential),Williamsburg (Brooklyn),4,Completed,,DRV_31569A,CUST_2F4795C
2406,17.57,4.33,2023-03-11 20:54:09,2023-03-11 21:06:09,2023-03-11 21:30:09,24.0,Long Island City (Queens),Greenwich Village,5,Completed,,DRV_A900FB,CUST_A25BC17
2407,19.61,7.45,2023-02-06 05:11:50,2023-02-06 05:19:50,2023-02-06 05:48:50,29.0,Bay Ridge (Brooklyn),The Bronx (Residential),5,Completed,,DRV_0F3647,CUST_2C3B450
2408,10.83,2.87,2023-03-01 10:25:50,2023-03-01 10:32:50,2023-03-01 11:03:50,31.0,Greenwich Village,Riverdale (Bronx),3,Completed,,DRV_5B4A4C,CUST_8BD3B37
2409,12.35,2.95,2023-03-19 13:27:20,2023-03-19 13:40:20,2023-03-19 13:59:20,19.0,LaGuardia Airport (LGA),Forest Hills (Queens),5,Completed,,DRV_444BD2,CUST_CB21C09
2410,30.16,10.48,2023-03-18 12:12:05,2023-03-18 12:23:05,2023-03-18 13:23:05,60.0,Upper East Side (Manhattan),JFK Airport,3,Completed,,DRV_AB4D18,CUST_C918F03
2411,34.04,11.61,2023-03-29 02:36:55,2023-03-29 02:41:55,2023-03-29 03:27:55,46.0,Financial District,Long Island City (Queens),4,Completed,,DRV_0C80AA,CUST_A0DEF95
2412,19.0,6.03,2023-02-11 00:21:47,2023-02-11 00:27:47,2023-02-11 01:13:47,46.0,Financial District,Forest Hills (Queens),5,Completed,,DRV_5B1045,CUST_22AE701
2413,9.76,2.92,2023-03-21 01:40:39,2023-03-21 01:51:39,2023-03-21 02:08:39,17.0,Upper East Side (Manhattan),Riverdale (Bronx),5,Completed,,DRV_D8A263,CUST_2848359
2414,35.88,11.24,2023-03-29 06:00:41,2023-03-29 06:13:41,2023-03-29 06:53:41,40.0,Park Slope (Brooklyn),Forest Hills (Queens),5,Completed,,DRV_6514EF,CUST_4616EE4
2415,5.0,1.14,2023-01-29 07:55:15,2023-01-29 07:56:15,2023-01-29 08:15:15,19.0,Bay Ridge (Brooklyn),SoHo,5,Completed,,DRV_CAF321,CUST_6B8BB00
2416,46.84,23.19,2023-02-17 12:29:39,2023-02-17 12:40:39,2023-02-17 14:27:39,107.0,Williamsburg (Brooklyn),JFK Airport,3,Completed,,DRV_BF043F,CUST_277DBF7
2417,6.68,0.86,2023-03-17 12:58:28,2023-03-17 12:59:28,2023-03-17 13:04:28,5.0,The Bronx (Residential),Harlem (Manhattan),5,Completed,,DRV_EE66A5,CUST_B8F1805
2418,26.48,10.97,2023-02-06 03:54:23,2023-02-06 03:56:23,2023-02-06 04:41:23,45.0,Park Slope (Brooklyn),Financial District,4,Cancelled_by_Customer,Customer,DRV_BBC118,CUST_E55E0D4
2419,22.59,10.2,2023-02-06 13:07:31,2023-02-06 13:18:31,2023-02-06 13:56:31,38.0,LaGuardia Airport (LGA),Newark Liberty Airport (EWR),5,Completed,,DRV_FC7129,CUST_D69FC95
2420,20.1,7.27,2023-02-04 13:49:48,2023-02-04 14:00:48,2023-02-04 15:08:48,68.0,Bay Ridge (Brooklyn),Upper East Side (Manhattan),5,Cancelled_by_Customer,Customer,DRV_5C9D06,CUST_6B37C49
2421,21.5,9.22,2023-01-25 18:54:24,2023-01-25 19:01:24,2023-01-25 20:01:24,60.0,Newark Liberty Airport (EWR),Williamsburg (Brooklyn),5,Cancelled_by_Customer,Customer,DRV_395D08,CUST_EB61989
2422,22.97,7.29,2023-01-15 01:10:43,2023-01-15 01:12:43,2023-01-15 02:06:43,54.0,Financial District,SoHo,1,Completed,,DRV_A99028,CUST_A9A5598
2423,28.48,8.62,2023-02-27 09:15:00,2023-02-27 09:29:00,2023-02-27 10:33:00,64.0,LaGuardia Airport (LGA),The Bronx (Residential),5,Completed,,DRV_96CD1C,CUST_A5DF300
2424,17.44,6.9,2023-03-14 11:23:17,2023-03-14 11:37:17,2023-03-14 12:25:17,48.0,Upper East Side (Manhattan),Flushing (Queens),3,Completed,,DRV_FB6B1E,CUST_3A22677
2425,25.68,9.95,2023-01-02 23:06:23,2023-01-02 23:13:23,2023-01-02 23:58:23,45.0,Flushing (Queens),Harlem (Manhattan),5,Cancelled_by_Driver,Driver,DRV_CAF321,CUST_6528071
2426,14.22,4.88,2023-01-07 18:06:45,2023-01-07 18:08:45,2023-01-07 18:29:45,21.0,Park Slope (Brooklyn),LaGuardia Airport (LGA),4,Completed,,DRV_2B22B1,CUST_B6C60D2
2427,29.84,9.86,2023-01-21 21:37:36,2023-01-21 21:41:36,2023-01-21 22:42:36,61.0,JFK Airport,Staten Island (Residential),5,Cancelled_by_Customer,Customer,DRV_B134FB,CUST_9E09CD1
2428,23.73,11.63,2023-01-28 00:27:10,2023-01-28 00:35:10,2023-01-28 02:07:10,92.0,JFK Airport,Flushing (Queens),4,Completed,,DRV_449D71,CUST_5B843CB
2429,25.79,8.81,2023-02-24 18:23:33,2023-02-24 18:28:33,2023-02-24 19:22:33,54.0,The Bronx (Residential),Park Slope (Brooklyn),5,Completed,,DRV_DF5B8B,CUST_DAC8D91
2430,20.17,9.38,2023-01-03 21:50:49,2023-01-03 21:53:49,2023-01-03 22:34:49,41.0,Forest Hills (Queens),Park Slope (Brooklyn),5,Completed,,DRV_B0A9BB,CUST_311FE59
2431,23.08,10.2,2023-03-11 08:34:43,2023-03-11 08:42:43,2023-03-11 09:35:43,53.0,Midtown Manhattan,SoHo,5,Completed,,DRV_775A61,CUST_B70C3BA
2432,27.02,11.26,2023-01-27 08:44:28,2023-01-27 08:46:28,2023-01-27 09:30:28,44.0,Park Slope (Brooklyn),Riverdale (Bronx),5,Completed,,DRV_173543,CUST_D2B01E3
2433,23.11,7.89,2023-01-13 01:25:01,2023-01-13 01:32:01,2023-01-13 01:56:01,24.0,Financial District,JFK Airport,5,Completed,,DRV_5F7FAD,CUST_4CA8C23
2434,11.85,4.2,2023-01-06 20:17:22,2023-01-06 20:19:22,2023-01-06 21:02:22,43.0,Williamsburg (Brooklyn),Harlem (Manhattan),3,Completed,,DRV_5FB0B8,CUST_4DD9365
2435,14.66,6.04,2023-03-09 17:31:15,2023-03-09 17:35:15,2023-03-09 18:20:15,45.0,Riverdale (Bronx),Newark Liberty Airport (EWR),5,Completed,,DRV_B5C3F2,CUST_9283767
2436,17.28,5.14,2023-03-05 16:40:21,2023-03-05 16:51:21,2023-03-05 17:35:21,44.0,JFK Airport,Harlem (Manhattan),4,Completed,,DRV_C34A1E,CUST_B8D8ECF
2437,23.97,10.9,2023-02-24 20:28:01,2023-02-24 20:41:01,2023-02-24 21:33:01,52.0,Long Island City (Queens),Forest Hills (Queens),5,Completed,,DRV_E61D97,CUST_5CB6D6B
2438,23.17,8.7,2023-03-12 18:20:48,2023-03-12 18:31:48,2023-03-12 19:11:48,40.0,Upper East Side (Manhattan),Park Slope (Brooklyn),5,Completed,,DRV_B5E581,CUST_7665C8D
2439,13.12,3.97,2023-03-31 09:17:03,2023-03-31 09:29:03,2023-03-31 09:40:03,11.0,Greenwich Village,Financial District,4,Completed,,DRV_C8EA80,CUST_1E6F4E3
2440,29.77,8.64,2023-02-02 16:12:32,2023-02-02 16:23:32,2023-02-02 16:54:32,31.0,Newark Liberty Airport (EWR),Forest Hills (Queens),4,Completed,,DRV_39C994,CUST_F8BF64B
2441,22.53,7.18,2023-01-22 12:29:01,2023-01-22 12:34:01,2023-01-22 13:35:01,61.0,Staten Island (Residential),Financial District,5,Completed,,DRV_6715B5,CUST_4FBDB65
2442,6.75,1.6,2023-03-24 06:27:50,2023-03-24 06:34:50,2023-03-24 06:45:50,11.0,LaGuardia Airport (LGA),The Bronx (Residential),4,Completed,,DRV_DBCA72,CUST_2977C70
2443,14.09,6.79,2023-02-18 21:28:18,2023-02-18 21:42:18,2023-02-18 22:21:18,39.0,Long Island City (Queens),Staten Island (Residential),3,Completed,,DRV_08144B,CUST_6CE02AC
2444,34.69,10.45,2023-02-24 18:12:54,2023-02-24 18:14:54,2023-02-24 19:44:54,90.0,JFK Airport,Forest Hills (Queens),5,Cancelled_by_Driver,Driver,DRV_3DA0EF,CUST_35045A6
2445,23.66,9.68,2023-03-12 02:57:55,2023-03-12 03:04:55,2023-03-12 03:50:55,46.0,Riverdale (Bronx),Newark Liberty Airport (EWR),3,Completed,,DRV_1C9F70,CUST_671971D
2446,16.33,5.56,2023-01-26 10:59:31,2023-01-26 11:14:31,2023-01-26 11:56:31,42.0,JFK Airport,Bay Ridge (Brooklyn),5,Completed,,DRV_F5A585,CUST_F0D98D3
2447,52.89,23.9,2023-01-10 23:38:43,2023-01-10 23:39:43,2023-01-11 00:38:43,59.0,Flushing (Queens),Financial District,4,Completed,,DRV_1CBA1C,CUST_B5427E6
2448,10.76,3.06,2023-02-28 23:56:24,2023-02-28 23:57:24,2023-03-01 00:12:24,15.0,JFK Airport,Long Island City (Queens),3,Completed,,DRV_F4E581,CUST_B43B4C9
2449,5.0,0.64,2023-03-18 04:14:22,2023-03-18 04:27:22,2023-03-18 04:38:22,11.0,Forest Hills (Queens),Williamsburg (Brooklyn),4,Completed,,DRV_C65AE4,CUST_001FA55
2450,23.42,6.4,2023-02-22 16:29:26,2023-02-22 16:31:26,2023-02-22 16:51:26,20.0,Midtown Manhattan,The Bronx (Residential),5,Completed,,DRV_B420AC,CUST_6B0DF2D
2451,13.94,2.52,2023-03-02 17:34:37,2023-03-02 17:46:37,2023-03-02 18:17:37,31.0,Williamsburg (Brooklyn),Long Island City (Queens),2,Completed,,DRV_0F3647,CUST_0021507
2452,13.24,4.21,2023-01-23 11:01:01,2023-01-23 11:16:01,2023-01-23 11:42:01,26.0,Financial District,Park Slope (Brooklyn),5,Completed,,DRV_91B05F,CUST_5E56015
2453,29.82,8.98,2023-02-19 02:12:12,2023-02-19 02:25:12,2023-02-19 03:11:12,46.0,Financial District,JFK Airport,4,Cancelled_by_Customer,Customer,DRV_E24F84,CUST_32084B2
2454,35.2,9.3,2023-02-01 04:22:46,2023-02-01 04:27:46,2023-02-01 05:11:46,44.0,Newark Liberty Airport (EWR),Flushing (Queens),4,Completed,,DRV_59170D,CUST_96A031A
2455,8.58,2.53,2023-01-17 12:40:57,2023-01-17 12:54:57,2023-01-17 13:11:57,17.0,Financial District,Williamsburg (Brooklyn),4,Completed,,DRV_9C4CC9,CUST_855C385
2456,23.92,10.54,2023-02-09 23:37:17,2023-02-09 23:44:17,2023-02-10 00:13:17,29.0,Midtown Manhattan,Flushing (Queens),5,Completed,,DRV_75C1A8,CUST_E576847
2457,21.93,7.85,2023-03-15 17:15:44,2023-03-15 17:21:44,2023-03-15 18:02:44,41.0,Upper East Side (Manhattan),Flushing (Queens),2,Completed,,DRV_ACD2F9,CUST_66CF367
2458,27.11,11.82,2023-01-07 00:17:08,2023-01-07 00:29:08,2023-01-07 01:16:08,47.0,The Bronx (Residential),Williamsburg (Brooklyn),3,Completed,,DRV_2D83F6,CUST_33195CE
2459,29.0,10.11,2023-03-02 13:46:17,2023-03-02 13:57:17,2023-03-02 14:45:17,48.0,Harlem (Manhattan),Upper East Side (Manhattan),4,Completed,,DRV_EFA1E2,CUST_9CA174B
2460,49.3,16.8,2023-02-27 16:14:15,2023-02-27 16:25:15,2023-02-27 17:27:15,62.0,Harlem (Manhattan),Staten Island (Residential),3,Completed,,DRV_2D83F6,CUST_DE06F49
2461,6.97,0.9,2023-01-23 11:50:02,2023-01-23 11:51:02,2023-01-23 12:06:02,15.0,Harlem (Manhattan),Midtown Manhattan,5,Completed,,DRV_102C6B,CUST_577EF33
2462,11.85,3.01,2023-03-15 18:01:26,2023-03-15 18:13:26,2023-03-15 18:33:26,20.0,Harlem (Manhattan),LaGuardia Airport (LGA),5,Completed,,DRV_77B7EE,CUST_FCC1FC4
2463,19.13,7.52,2023-03-30 01:47:46,2023-03-30 01:49:46,2023-03-30 02:09:46,20.0,Long Island City (Queens),Park Slope (Brooklyn),5,Completed,,DRV_60D738,CUST_FD15B88
2464,30.43,10.21,2023-02-09 20:11:09,2023-02-09 20:19:09,2023-02-09 21:09:09,50.0,JFK Airport,SoHo,5,Completed,,DRV_4AF788,CUST_446C15B
2465,14.83,6.19,2023-01-04 18:21:21,2023-01-04 18:24:21,2023-01-04 18:46:21,22.0,Staten Island (Residential),Forest Hills (Queens),2,Completed,,DRV_AA719F,CUST_F92748F
2466,30.3,8.39,2023-02-16 10:21:02,2023-02-16 10:24:02,2023-02-16 11:08:02,44.0,Staten Island (Residential),Harlem (Manhattan),5,Completed,,DRV_B64773,CUST_DF43554
2467,67.27,20.74,2023-02-05 21:16:01,2023-02-05 21:31:01,2023-02-05 23:51:01,140.0,Park Slope (Brooklyn),The Bronx (Residential),3,Completed,,DRV_AF9515,CUST_3282DC2
2468,19.9,9.78,2023-03-28 18:57:24,2023-03-28 19:02:24,2023-03-28 19:47:24,45.0,Greenwich Village,Harlem (Manhattan),5,Completed,,DRV_775A61,CUST_D190ABB
2469,20.98,4.77,2023-01-21 09:42:10,2023-01-21 09:54:10,2023-01-21 10:29:10,35.0,Park Slope (Brooklyn),Flushing (Queens),5,Completed,,DRV_D0EE1E,CUST_BDB345B
2470,16.13,4.85,2023-01-24 02:58:18,2023-01-24 03:01:18,2023-01-24 03:34:18,33.0,Long Island City (Queens),The Bronx (Residential),3,Completed,,DRV_1D02D5,CUST_CD8EA54
2471,64.25,21.82,2023-02-28 05:54:31,2023-02-28 06:06:31,2023-02-28 07:49:31,103.0,Greenwich Village,LaGuardia Airport (LGA),1,Cancelled_by_Customer,Customer,DRV_BB3328,CUST_8284434
2472,23.04,11.59,2023-03-15 23:50:37,2023-03-15 23:51:37,2023-03-16 00:43:37,52.0,SoHo,The Bronx (Residential),4,Completed,,DRV_7C9CB4,CUST_B278FBF
2473,13.5,3.34,2023-03-10 02:20:01,2023-03-10 02:30:01,2023-03-10 02:59:01,29.0,Bay Ridge (Brooklyn),Staten Island (Residential),4,No_Show_Customer,Customer,DRV_69069E,CUST_1FB242E
